block,patch,corner,distance,plant_ID,sampling_round,temp,wind,cloud_cover,date,start_time,visitor_species,visitor_type,edge_type
8,D,II,1,8.D.II.1,3,24.1,2.6,5,9/23/23,10:07,Coleoptera spp.,florivore,edge
8,D,II,1,8.D.II.1,3,24.1,2.6,5,9/23/23,10:07,Coleoptera spp.,florivore,edge
8,D,II,1,8.D.II.1,3,24.1,2.6,5,9/23/23,10:07,Coleoptera spp.,florivore,edge
8,D,IV,3,8.D.IV.3,3,24.1,2.6,5,9/23/23,10:22,Coleoptera spp.,florivore,interior
8,D,IV,3,8.D.IV.3,3,24.1,2.6,5,9/23/23,10:22,Coleoptera spp.,florivore,interior
8,D,IV,3,8.D.IV.3,3,24.1,2.6,5,9/23/23,10:22,Coleoptera spp.,florivore,interior
8,D,IV,3,8.D.IV.3,3,24.1,2.6,5,9/23/23,10:22,Coleoptera spp.,florivore,interior
8,D,IV,3,8.D.IV.3,3,24.1,2.6,5,9/23/23,10:22,Coleoptera spp.,florivore,interior
8,D,IV,3,8.D.IV.3,3,24.1,2.6,5,9/23/23,10:22,Coleoptera spp.,florivore,interior
8,D,IV,3,8.D.IV.3,3,24.1,2.6,5,9/23/23,10:22,Coleoptera spp.,florivore,interior
8,B,IV,0,8.B.IV.0,3,29.9,0,5,9/23/23,11:44,0,0,edge
8,B,I,3,8.B.I.3,3,29.9,0,5,9/23/23,10:44,0,0,interior
8,B,II,1,8.B.II.1,3,29.9,0,5,9/23/23,10:59,Phoebis sennae,pollinator,edge
8,B,II,1,8.B.II.1,3,29.9,0,5,9/23/23,10:59,Thomisidae spp.,spider,edge
8,B,II,1,8.B.II.1,3,29.9,0,5,9/23/23,10:59,Coleoptera spp.,florivore,edge
8,B,II,0,8.B.II.0,3,29.9,0,5,9/23/23,11:13,Acrididea spp.,florivore,edge
8,B,IV,2,8.B.IV.1-2,3,29.9,0,5,9/23/23,11:27,Thomisidae spp.,spider,interior
8,B,IV,2,8.B.IV.1-2,3,29.9,0,5,9/23/23,11:27,Thomisidae spp.,spider,interior
52,C,II,0,52.C.II.0,3,30.8,2.2,0,9/24/23,12:14,0,0,edge
52,C,I,3,52.C.I.3,3,30.8,2.2,0,9/24/23,12:26,0,0,interior
52,C,I,1,52.C.I.1,3,30.8,2.2,0,9/24/23,12:38,Thomisidae spp.,spider,edge
52,C,I,1,52.C.I.1,3,30.8,2.2,0,9/24/23,12:38,Lerema accius,pollinator,edge
52,C,III,3,52.C.III.3,3,30.8,2.2,0,9/24/23,11:26,0,0,interior
52,C,IV,3,52.C.IV.3,3,30.8,2.2,0,9/24/23,11:38,Tettigoniidae spp.,florivore,interior
52,C,II,2,52.C.II.2,3,30.8,2.2,0,9/24/23,11:52,0,0,interior
52,C,II,1,52.C.II.1,3,30.8,2.2,0,9/24/23,12:03,0,0,edge
52,E,III,2,52.E.III.2,3,27.8,0,0,9/24/23,9:51,Thomisidae spp.,spider,interior
52,E,III,2,52.E.III.2,3,27.8,0,0,9/24/23,9:51,Dione vanillae,pollinator,interior
52,E,II,3,52.E.II.3RECRUIT,3,27.8,0,0,9/24/23,10:16,Halictidae sp.,pollinator,interior
52,B,I,1,52.B.I.1,3,27.8,0,0,9/24/23,10:55,Coleoptera spp.,florivore,edge
52,B,I,1,52.B.I.1,3,27.8,0,0,9/24/23,10:55,Syrphidae sp.,pollinator,edge
52,D,III,3,52.D.III.3,3,23.5,0,0,9/24/23,9:30,Nastra lherminier,pollinator,interior
53N,C,II,3,53N.C.II.3,3,34,0,0,9/24/23,2:56,Syrphidae sp.,pollinator,interior
53N,C,I,3,53N.C.I.3,3,34,0,0,9/24/23,3:12,0,0,interior
53N,C,III,2,53N.C.III.2,3,34,0,0,9/24/23,3:26,Dione vanillae,pollinator,interior
53N,E,III,1,53N.E.III.1,3,28.4,0,0,9/24/23,1:32,0,0,edge
53N,D,II,1,53N.D.II.1,3,33.1,1.3,0,9/24/23,2:03,0,0,edge
53N,D,III,2,53N.D.III.2,3,33.1,1.3,0,9/24/23,2:32,Coleoptera spp.,florivore,interior
53N,D,III,2,53N.D.III.2,3,33.1,1.3,0,9/24/23,2:32,Coleoptera spp.,florivore,interior
53N,D,III,2,53N.D.III.2,3,33.1,1.3,0,9/24/23,2:32,Coleoptera spp.,florivore,interior
53N,D,III,2,53N.D.III.2,3,33.1,1.3,0,9/24/23,2:32,Coleoptera spp.,florivore,interior
10,E,IV,2,10.E.IV.2,4,31.3,0,100,9/26/23,2:15,Coleoptera spp.,florivore,interior
10,E,IV,2,10.E.IV.2,4,31.3,0,100,9/26/23,2:15,Coleoptera spp.,florivore,interior
10,E,IV,2,10.E.IV.2,4,31.3,0,100,9/26/23,2:15,Coleoptera spp.,florivore,interior
10,E,IV,2,10.E.IV.2,4,31.3,0,100,9/26/23,2:15,Coleoptera spp.,florivore,interior
10,E,IV,1,10.E.IV.1,4,31.3,0,100,9/26/23,2:31,Coleoptera spp.,florivore,edge
10,E,IV,1,10.E.IV.1,4,31.3,0,100,9/26/23,2:31,Coleoptera spp.,florivore,edge
10,E,IV,1,10.E.IV.1,4,31.3,0,100,9/26/23,2:31,Coleoptera spp.,florivore,edge
10,E,IV,1,10.E.IV.1,4,31.3,0,100,9/26/23,2:31,Coleoptera spp.,florivore,edge
10,E,IV,1,10.E.IV.1,4,31.3,0,100,9/26/23,2:31,Coleoptera spp.,florivore,edge
10,E,III,0,10.E.III.0,4,31.3,0,100,9/26/23,2:43,Apoidea spp.,pollinator,edge
10,E,III,0,10.E.III.0,4,31.3,0,100,9/26/23,2:43,Bombyliidae spp.,pollinator,edge
10,E,III,0,10.E.III.0,4,31.3,0,100,9/26/23,2:43,Coleoptera spp.,florivore,edge
10,E,III,0,10.E.III.0,4,31.3,0,100,9/26/23,2:43,Coleoptera spp.,florivore,edge
10,E,III,0,10.E.III.0,4,31.3,0,100,9/26/23,2:43,Coleoptera spp.,florivore,edge
10,E,III,0,10.E.III.0,4,31.3,0,100,9/26/23,2:43,Coleoptera spp.,florivore,edge
10,B,II,3,10.B.II.3,4,31.9,0,95,9/26/23,1:17,Coleoptera spp.,florivore,interior
10,B,II,3,10.B.II.3,4,31.9,0,95,9/26/23,1:17,Coleoptera spp.,florivore,interior
10,B,II,3,10.B.II.3,4,31.9,0,95,9/26/23,1:17,Coleoptera spp.,florivore,interior
10,B,II,3,10.B.II.3,4,31.9,0,95,9/26/23,1:17,Coleoptera spp.,florivore,interior
10,B,II,3,10.B.II.3,4,31.9,0,95,9/26/23,1:17,Coleoptera spp.,florivore,interior
10,B,II,3,10.B.II.3,4,31.9,0,95,9/26/23,1:17,Polites vibex,pollinator,interior
10,B,III,0,10.B.III.0,4,31.9,0,95,9/26/23,1:36,Thomisidae spp.,spider,edge
10,B,III,0,10.B.III.0,4,31.9,0,95,9/26/23,1:36,Apoidea spp.,pollinator,edge
10,B,III,0,10.B.III.0,4,31.9,0,95,9/26/23,1:36,Coleoptera spp.,florivore,edge
10,B,III,0,10.B.III.0,4,31.9,0,95,9/26/23,1:36,Coleoptera spp.,florivore,edge
10,B,III,0,10.B.III.0,4,31.9,0,95,9/26/23,1:36,Coleoptera spp.,florivore,edge
10,B,III,2,10.B.III.2,4,31.9,0,95,9/26/23,1:52,0,0,interior
10,B,I,0,10.B.I.0,4,31.9,0,95,9/26/23,12:22,Thomisidae spp.,spider,edge
10,B,I,0,10.B.I.0,4,31.9,0,95,9/26/23,12:22,Coleoptera spp.,florivore,edge
10,B,I,0,10.B.I.0,4,31.9,0,95,9/26/23,12:22,Diptera spp.,pollinator,edge
10,B,I,0,10.B.I.0,4,31.9,0,95,9/26/23,12:22,Vespidae sp.,pollinator,edge
10,B,I,2,10.B.I.2,4,31.9,0,95,9/26/23,12:39,Halictidae sp.,pollinator,interior
10,B,I,2,10.B.I.2,4,31.9,0,95,9/26/23,12:39,Thomisidae spp.,spider,interior
10,B,I,2,10.B.I.2,4,31.9,0,95,9/26/23,12:39,Thomisidae spp.,spider,interior
10,B,II,0,10.B.II.0,4,31.9,0,95,9/26/23,12:58,Lerema accius,pollinator,edge
10,B,II,0,10.B.II.0,4,31.9,0,95,9/26/23,12:58,Thomisidae spp.,spider,edge
10,B,II,0,10.B.II.0,4,31.9,0,95,9/26/23,12:58,Thomisidae spp.,spider,edge
10,B,II,0,10.B.II.0,4,31.9,0,95,9/26/23,12:58,Coleoptera spp.,florivore,edge
10,C,I,1,10.C.I.1,4,31.7,1.1,60,9/26/23,11:46,Bombyliidae spp.,pollinator,edge
10,D,IV,1,10.D.IV.1,4,26.4,0,10,9/26/23,10:33,0,0,edge
10,D,I,2,10.D.I.2,4,26.4,0,10,9/26/23,10:54,Coleoptera spp.,florivore,interior
10,D,I,2,10.D.I.2,4,26.4,0,10,9/26/23,10:54,Coleoptera spp.,florivore,interior
10,D,I,2,10.D.I.2,4,26.4,0,10,9/26/23,10:54,Coleoptera spp.,florivore,interior
10,D,I,2,10.D.I.2,4,26.4,0,10,9/26/23,10:54,Coleoptera spp.,florivore,interior
10,D,I,2,10.D.I.2,4,26.4,0,10,9/26/23,10:54,Coleoptera spp.,florivore,interior
10,D,I,2,10.D.I.2,4,26.4,0,10,9/26/23,10:54,Coleoptera spp.,florivore,interior
10,D,I,2,10.D.I.2,4,26.4,0,10,9/26/23,10:54,Coleoptera spp.,florivore,interior
10,D,I,1,10.D.I.1,4,26.4,0,10,9/26/23,11:08,Coleoptera spp.,florivore,edge
10,D,I,1,10.D.I.1,4,26.4,0,10,9/26/23,11:08,Coleoptera spp.,florivore,edge
10,D,I,1,10.D.I.1,4,26.4,0,10,9/26/23,11:08,Coleoptera spp.,florivore,edge
10,D,I,1,10.D.I.1,4,26.4,0,10,9/26/23,11:08,Coleoptera spp.,florivore,edge
10,D,III,1,10.D.III.1,4,26.4,0,10,9/26/23,11:23,Coleoptera spp.,florivore,edge
53S,D,III,0,53S.D.III.0,4,23.1,2.5,100,9/28/23,1:07,Papilio palamedes,pollinator,edge
53S,D,III,0,53S.D.III.0,4,23.1,2.5,100,9/28/23,1:07,Coleoptera spp.,florivore,edge
53S,D,III,0,53S.D.III.0,4,23.1,2.5,100,9/28/23,1:07,Coleoptera spp.,florivore,edge
53S,D,III,0,53S.D.III.0,4,23.1,2.5,100,9/28/23,1:07,Coleoptera spp.,florivore,edge
53S,D,III,0,53S.D.III.0,4,23.1,2.5,100,9/28/23,1:07,Coleoptera spp.,florivore,edge
53S,D,III,1,53S.D.III.1,4,23.1,2.5,100,9/28/23,1:20,Coleoptera spp.,florivore,edge
53S,D,III,1,53S.D.III.1,4,23.1,2.5,100,9/28/23,1:20,Coleoptera spp.,florivore,edge
53S,D,III,1,53S.D.III.1,4,23.1,2.5,100,9/28/23,1:20,Coleoptera spp.,florivore,edge
53S,D,III,1,53S.D.III.1,4,23.1,2.5,100,9/28/23,1:20,Thomisidae spp.,spider,edge
53S,D,III,1,53S.D.III.1,4,23.1,2.5,100,9/28/23,1:20,Thomisidae spp.,spider,edge
53S,D,III,2,53S.D.III.2,4,23.1,2.5,100,9/28/23,1:34,0,0,interior
53S,D,II,2,53S.D.II.~14m,4,23.1,2.5,100,9/28/23,1:48,Nastra lherminier,pollinator,interior
53S,D,II,2,53S.D.II.~14m,4,23.1,2.5,100,9/28/23,1:48,Coleoptera spp.,florivore,interior
53S,D,II,2,53S.D.II.~14m,4,23.1,2.5,100,9/28/23,1:48,Coleoptera spp.,florivore,interior
53S,D,II,1,53S.D.II.1,4,23.1,2.5,100,9/28/23,2:00,Calycopis cecrops,pollinator,edge
53S,D,II,1,53S.D.II.1,4,23.1,2.5,100,9/28/23,2:00,Thomisidae spp.,spider,edge
53S,E,III,2,53S.E.III.2RECRUIT,4,26.8,0,100,9/28/23,2:21,Thomisidae spp.,spider,interior
53S,E,III,2,53S.E.III.2RECRUIT,4,26.8,0,100,9/28/23,2:21,Thomisidae spp.,spider,interior
53S,E,III,3,53S.E.III.3,4,26.8,0,100,9/28/23,2:36,Coleoptera spp.,florivore,interior
53S,B,IV,3,53S.B.IV.3,4,24.7,0,100,9/28/23,2:57,0,0,interior
53S,C,IV,2,53S.C.IV.2,4,21.9,2.1,100,9/28/23,12:07,Diptera spp.,pollinator,interior
53S,C,II,3,53S.C.II.3,4,21.9,2.1,100,9/28/23,12:20,Syrphidae sp.,pollinator,interior
53S,C,II,3,53S.C.II.3,4,21.9,2.1,100,9/28/23,12:20,Coleoptera spp.,florivore,interior
53S,C,II,3,53S.C.II.3,4,21.9,2.1,100,9/28/23,12:20,Coleoptera spp.,florivore,interior
53S,C,II,3,53S.C.II.3,4,21.9,2.1,100,9/28/23,12:20,Coleoptera spp.,florivore,interior
53S,C,II,0,53S.C.II.0,4,21.9,2.1,100,9/28/23,12:35,Thomisidae spp.,spider,edge
53N,B,III,0,53N.B.III.0,4,31.1,2.1,5,9/29/23,2:44,0,0,edge
53N,E,II,1,53N.E.II.1,4,31,2.1,10,9/29/23,3:04,Thomisidae spp.,spider,edge
53N,E,III,1,53N.E.III.1,4,31,2.1,10,9/29/23,3:14,0,0,edge
53N,D,II,1,53N.D.II.1,4,33.7,0,10,9/29/23,3:41,0,0,edge
53N,D,III,2,53N.D.III.2,4,33.7,0,10,9/29/23,3:52,Coleoptera spp.,florivore,interior
53N,C,II,3,53N.C.II.3,4,33.3,0,5,9/29/23,4:11,0,0,interior
53N,C,III,2,53N.C.III.2,4,33.3,0,5,9/29/23,4:31,Coleoptera spp.,florivore,interior
53N,C,III,2,53N.C.III.2,4,33.3,0,5,9/29/23,4:31,Thomisidae spp.,spider,interior
8,D,IV,3,8.D.IV.3,4,24.4,0,0,9/29/23,9:41,Coleoptera spp.,florivore,interior
8,D,II,1,8.D.II.1,4,24.4,0,0,9/29/23,10:07,Polites vibex,pollinator,edge
8,D,I,1,8.D.I.1,4,24.4,0,0,9/29/23,10:37,0,0,edge
8,D,I,2,8.D.I.2,4,24.4,0,0,9/29/23,11:00,Phoebis sennae,pollinator,interior
8,D,I,2,8.D.I.2,4,24.4,0,0,9/29/23,11:00,Coleoptera spp.,florivore,interior
8,D,I,2,8.D.I.2,4,24.4,0,0,9/29/23,11:00,Coleoptera spp.,florivore,interior
8,D,I,2,8.D.I.2,4,24.4,0,0,9/29/23,11:00,Coleoptera spp.,florivore,interior
8,D,I,2,8.D.I.2,4,24.4,0,0,9/29/23,11:00,Coleoptera spp.,florivore,interior
8,D,I,2,8.D.I.2,4,24.4,0,0,9/29/23,11:00,Coleoptera spp.,florivore,interior
8,B,I,3,8.B.I.3,4,30.1,2.1,0,9/29/23,12:06,0,0,interior
8,B,II,1,8.B.II.1,4,30.1,2.1,0,9/29/23,12:21,Coleoptera spp.,florivore,edge
8,B,II,0,8.B.II.0,4,30.1,2.1,0,9/29/23,12:35,0,0,edge
8,B,IV,2,8.B.IV.1-2,4,30.1,2.1,0,9/29/23,12:51,Syrphidae sp.,pollinator,interior
8,B,IV,0,8.B.IV.0,4,30.1,2.1,0,9/29/23,1:07,0,0,edge
8,E,III,1,8.E.III.1,4,27.2,4.1,5,9/29/23,11:30,0,0,edge
8,E,IV,0,8.E.IV.0,4,27.2,4.1,5,9/29/23,11:43,Phoebis sennae,pollinator,edge
8,E,IV,0,8.E.IV.0,4,27.2,4.1,5,9/29/23,11:43,Thomisidae spp.,spider,edge
8,C,IV,1,8.C.IV.1,4,31,2.1,5,9/29/23,1:27,0,0,edge
8,C,IV,3,8.C.IV.3,4,31,2.1,5,9/29/23,1:37,Lerema accius,pollinator,interior
8,C,III,3,8.C.III.3,4,31,2.1,5,9/29/23,1:47,Thomisidae spp.,spider,interior
8,C,II,3,8.C.II.3,4,31,2.1,5,9/29/23,1:58,0,0,interior
52,E,II,3,52.E.II.3RECRUIT,4,31.2,0,30,9/30/23,2:07,Thomisidae spp.,spider,interior
52,E,I,0,52.E.I.0,4,31.2,0,30,9/30/23,2:24,0,0,edge
52,E,III,2,52.E.III.2,4,31.2,0,30,9/30/23,2:38,0,0,interior
52,E,III,3,52.E.III.3,4,31.2,0,30,9/30/23,2:54,0,0,interior
52,B,IV,2,52.B.IV.2,4,31,0,30,9/30/23,12:52,0,0,interior
52,B,I,2,52.B.I.1-2,4,31,0,30,9/30/23,1:18,Phoebis sennae,pollinator,interior
52,B,I,2,52.B.I.1-2,4,31,0,30,9/30/23,1:18,Thomisidae spp.,spider,interior
52,B,I,1,52.B.I.1,4,31,0,30,9/30/23,1:39,Lerema accius,pollinator,edge
52,C,I,3,52.C.I.3,4,30.2,2.5,30,9/30/23,11:59,Bombyliidae spp.,pollinator,interior
52,C,I,1,52.C.I.1,4,30.2,2.5,30,9/30/23,12:12,0,0,edge
52,C,III,3,52.C.III.3,4,30.2,2.5,30,9/30/23,12:29,Lerema accius,pollinator,interior
52,C,IV,3,52.C.IV.3,4,30.2,2.5,30,9/30/23,11:06,Urbanus proteus,pollinator,interior
52,C,II,2,52.C.II.2,4,30.2,2.5,30,9/30/23,11:22,Coleoptera spp.,florivore,interior
52,C,II,2,52.C.II.2,4,30.2,2.5,30,9/30/23,11:22,Bombyliidae spp.,pollinator,interior
52,C,II,2,52.C.II.2,4,30.2,2.5,30,9/30/23,11:22,Peucetia viridans,spider,interior
52,C,II,2,52.C.II.2,4,30.2,2.5,30,9/30/23,11:22,Dione vanillae,pollinator,interior
52,C,II,1,52.C.II.1,4,30.2,2.5,30,9/30/23,11:34,0,0,edge
52,C,II,0,52.C.II.0,4,30.2,2.5,30,9/30/23,11:46,0,0,edge
52,D,III,3,52.D.III.3,4,27.2,1.3,30,9/30/23,10:45,0,0,interior
54S,E,II,1,54S.E.II.1,4,31,2.1,5,10/1/23,1:03,0,0,edge
54S,E,II,0,54S.E.II.0,4,31,2.1,5,10/1/23,1:15,Bombus impatiens,pollinator,edge
54S,B,II,3,54S.B.II.3,4,31.5,1.8,5,10/1/23,12:12,Phoebis sennae,pollinator,interior
54S,B,II,3,54S.B.II.3,4,31.5,1.8,5,10/1/23,12:12,Nastra lherminier,pollinator,interior
54S,B,I,0,54S.B.I.0,4,31.5,1.8,5,10/1/23,12:30,Urbanus proteus,pollinator,edge
54S,B,I,0,54S.B.I.0,4,31.5,1.8,5,10/1/23,12:30,Dione vanillae,pollinator,edge
54S,B,I,0,54S.B.I.0,4,31.5,1.8,5,10/1/23,12:30,Thomisidae spp.,spider,edge
54S,B,III,1,54S.B.III.1,4,31.5,1.8,5,10/1/23,12:46,0,0,edge
54S,C,IV,2,54S.C.IV.2,4,25.4,4.3,5,10/1/23,11:05,Bombus pensylvanicus,pollinator,interior
54S,C,IV,2,54S.C.IV.2,4,25.4,4.3,5,10/1/23,11:05,Thomisidae spp.,spider,interior
54S,C,II,1,54S.C.II.1RECRUIT,4,25.4,4.3,5,10/1/23,11:22,0,0,edge
54S,C,I,0,54S.C.I.0,4,25.4,4.3,5,10/1/23,11:35,Coleoptera spp.,florivore,edge
54S,C,I,0,54S.C.I.0,4,25.4,4.3,5,10/1/23,11:35,Coleoptera spp.,florivore,edge
54S,C,I,0,54S.C.I.0,4,25.4,4.3,5,10/1/23,11:35,Coleoptera spp.,florivore,edge
54S,C,I,0,54S.C.I.0,4,25.4,4.3,5,10/1/23,11:35,Thomisidae spp.,spider,edge
54S,C,I,3,54S.C.I.3,4,25.4,4.3,5,10/1/23,11:51,Panoquina ocola,pollinator,interior
54S,C,I,3,54S.C.I.3,4,25.4,4.3,5,10/1/23,11:51,Phoebis sennae,pollinator,interior
54S,C,I,3,54S.C.I.3,4,25.4,4.3,5,10/1/23,11:51,Thomisidae spp.,spider,interior
54S,C,IV,0,54S.C.IV.0,4,25.4,4.3,5,10/1/23,10:39,Bombus pensylvanicus,pollinator,edge
54S,C,IV,0,54S.C.IV.0,4,25.4,4.3,5,10/1/23,10:39,Coleoptera spp.,florivore,edge
54S,C,IV,1,54S.C.IV.1,4,25.4,4.3,5,10/1/23,10:53,0,0,edge
54S,D,II,2,54S.D.II.2,4,22.6,0,0,10/1/23,10:08,0,0,interior
54S,D,III,0,54S.D.III.0,4,22.6,0,0,10/1/23,10:22,0,0,edge
57,E,I,0,57.E.I.0,4,30,2.1,10,10/1/23,1:55,Diptera spp.,pollinator,edge
57,B,II,1,57.B.II.1,4,29,2.1,10,10/1/23,2:22,Lerema accius,pollinator,edge
57,C,III,1,57.C.III.1,4,30.8,2.5,15,10/1/23,2:50,0,0,edge
