block,patch,corner,distance,plant_ID,sampling_round,date,start_time,focal_count,floral_species,floral_code,number_individuals,avg_1,avg_2,avg_3,avg_4,avg_5,avg_6,avg_7,avg_8,avg_9,avg_10,notes
8,D,II,1,8.D.II.1,1,9/8/23,7:55,4,Chamaecrista spp.,CHASPP,87,8,12,2,2,1,2,1,4,10,4,
8,D,II,1,8.D.II.1,1,9/8/23,7:55,4,Croptilon divaricatum,CRODIV,6,2,2,3,1,1,1,,,,,
8,D,II,1,8.D.II.1,1,9/8/23,7:55,4,Centrosema virginianum,CENVIR,4,1,1,1,1,,,,,,,
8,D,II,1,8.D.II.1,1,9/8/23,7:55,4,Eupatorium spp.,EUPSPP,1,292,,,,,,,,,,
8,D,IV,3,8.D.IV.3,1,9/8/23,8:21,1,Chamaecrista spp.,CHASPP,28,2,3,1,9,20,9,7,34,11,3,
8,D,IV,3,8.D.IV.3,1,9/8/23,8:21,1,Desmodium spp.,DESSPP,3,1,52,36,,,,,,,,
8,E,IV,1,8.E.IV.1RECRUIT,1,9/8/23,12:28,3,Carphephorus bellidifolius,CARBEL,1,2,,,,,,,,,,
8,E,IV,1,8.E.IV.1RECRUIT,1,9/8/23,12:28,3,Hypericum hypericoides,HYPHYP,1,1,,,,,,,,,,
8,E,IV,1,8.E.IV.1RECRUIT,1,9/8/23,12:28,3,Eupatorium spp.,EUPSPP,6,14,3,33,3,49,29,,,,,
8,E,IV,1,8.E.IV.1RECRUIT,1,9/8/23,12:28,3,Chamaecrista spp.,CHASPP,10,3,1,2,2,2,6,5,8,2,3,
8,E,IV,1,8.E.IV.1RECRUIT,1,9/8/23,12:28,3,Centrosema virginianum,CENVIR,3,1,1,1,,,,,,,,
8,E,IV,1,8.E.IV.1RECRUIT,1,9/8/23,12:28,3,Croptilon divaricatum,CRODIV,1,1,,,,,,,,,,
8,E,IV,1,8.E.IV.1RECRUIT,1,9/8/23,12:28,3,Desmodium spp.,DESSPP,1,19,,,,,,,,,,
8,E,IV,1,8.E.IV.1RECRUIT,1,9/8/23,12:28,3,Pityopsis graminifolia,PITGRA,1,1,,,,,,,,,,
8,E,IV,1,8.E.IV.1RECRUIT,1,9/8/23,12:28,3,Hieracium gronovii,HIEGRO,1,1,,,,,,,,,,
8,E,III,3,8.E.III.3RECRUIT,1,9/8/23,11:39,3,Hypericum gentianoides,HYPGEN,46,6,2,2,9,13,2,1,1,2,6,
8,E,III,3,8.E.III.3RECRUIT,1,9/8/23,11:39,3,Chamaecrista spp.,CHASPP,12,16,1,2,23,21,6,3,1,1,4,
8,E,III,3,8.E.III.3RECRUIT,1,9/8/23,11:39,3,Eupatorium spp.,EUPSPP,2,41,36,,,,,,,,,
8,E,III,3,8.E.III.3RECRUIT,1,9/8/23,11:39,3,Erigeron canadensis,ERICAN,1,2,,,,,,,,,,
8,E,III,3,8.E.III.3RECRUIT,1,9/8/23,11:39,3,Rhus copallinum,RHUCOP,1,127,,,,,,,,,,
8,E,III,3,8.E.III.3RECRUIT,1,9/8/23,11:39,3,Desmodium spp.,DESSPP,2,19,24,,,,,,,,,
8,E,IV,0,8.E.IV.0,1,9/8/23,12:20,2,Carphephorus bellidifolius,CARBEL,2,2,3,,,,,,,,,
8,E,IV,0,8.E.IV.0,1,9/8/23,12:20,2,Chamaecrista spp.,CHASPP,25,2,3,1,2,3,4,2,2,6,2,
8,E,IV,0,8.E.IV.0,1,9/8/23,12:20,2,Croptilon divaricatum,CRODIV,2,2,1,,,,,,,,,
8,E,IV,0,8.E.IV.0,1,9/8/23,12:20,2,Centrosema virginianum,CENVIR,1,1,,,,,,,,,,
8,E,IV,0,8.E.IV.0,1,9/8/23,12:20,2,Eupatorium spp.,EUPSPP,1,42,,,,,,,,,,
8,C,II,3,8.C.II.3,1,9/8/23,9:09,3,Hypericum gentianoides,HYPGEN,33,10,5,12,2,2,3,2,1,5,,
8,C,II,3,8.C.II.3,1,9/8/23,9:09,3,Chamaecrista spp.,CHASPP,9,1,1,1,1,2,2,2,4,2,,
8,C,II,3,8.C.II.3,1,9/8/23,9:09,3,Eupatorium spp.,EUPSPP,3,22,3,2,,,,,,,,
8,B,IV,0,8.B.IV.0,1,9/8/23,9:36,5,Desmodium spp.,DESSPP,1,9,,,,,,,,,,
8,C,IV,1,8.C.IV.1,1,9/8/23,8:50,2,Centrosema virginianum,CENVIR,1,1,,,,,,,,,,
8,C,IV,1,8.C.IV.1,1,9/8/23,8:50,2,Chamaecrista spp.,CHASPP,5,3,6,2,6,2,,,,,,
8,C,IV,1,8.C.IV.1,1,9/8/23,8:50,2,Carphephorus bellidifolius,CARBEL,1,1,,,,,,,,,,
8,C,IV,1,8.C.IV.1,1,9/8/23,8:50,2,Hypericum gentianoides,HYPGEN,3,7,6,2,,,,,,,,
8,C,IV,1,8.C.IV.1,1,9/8/23,8:50,2,Desmodium spp.,DESSPP,1,3,,,,,,,,,,
8,C,IV,3,8.C.IV.3,1,9/8/23,8:59,2,Chamaecrista spp.,CHASPP,2,2,4,,,,,,,,,
8,C,IV,3,8.C.IV.3,1,9/8/23,8:59,2,Hypericum gentianoides,HYPGEN,7,4,24,1,4,1,3,3,,,,
8,C,IV,3,8.C.IV.3,1,9/8/23,8:59,2,Desmodium spp.,DESSPP,1,6,,,,,,,,,,
8,C,IV,3,8.C.IV.3,1,9/8/23,8:59,2,Solidago spp.,SOLSPP,3,44,20,22,,,,,,,,
8,C,IV,3,8.C.IV.3,1,9/8/23,8:59,2,Agalinis spp.,AGASPP,2,1,2,,,,,,,,,
8,B,IV,2,8.B.IV.1-2,1,9/8/23,9:42,2,Chamaecrista spp.,CHASPP,4,2,1,3,3,,,,,,,
8,B,IV,2,8.B.IV.1-2,1,9/8/23,9:42,2,Eupatorium spp.,EUPSPP,2,62,414,,,,,,,,,
8,B,IV,2,8.B.IV.1-2,1,9/8/23,9:42,2,Hypericum gentianoides,HYPGEN,6,12,2,7,2,24,3,,,,,
8,B,IV,2,8.B.IV.1-2,1,9/8/23,9:42,2,Erigeron canadensis,ERICAN,1,1,,,,,,,,,,
8,B,II,0,8.B.II.0,1,9/8/23,9:42,6,Eupatorium spp.,EUPSPP,4,6,22,66,123,,,,,,,
8,B,II,0,8.B.II.0,1,9/8/23,9:42,6,Chamaecrista spp.,CHASPP,2,3,1,,,,,,,,,
8,B,II,0,8.B.II.0,1,9/8/23,9:42,6,Centrosema virginianum,CENVIR,5,2,1,1,1,1,,,,,,
8,B,II,0,8.B.II.0,1,9/8/23,9:42,6,Stylosanthes biflora,STYBIF,3,2,2,1,,,,,,,,
8,B,II,0,8.B.II.0,1,9/8/23,9:42,6,Polypremum procumbens,POLPRO,2,1,2,,,,,,,,,
8,B,II,0,8.B.II.0,1,9/8/23,9:42,6,Liatris spp.,LIASPP,13,20,7,10,8,14,3,8,2,7,12,
10,C,I,1,10.C.I.1,1,9/8/23,8:20,8,Hypericum gentianoides,HYPGEN,24,3,1,1,6,7,7,6,7,7,1,
10,C,I,1,10.C.I.1,1,9/8/23,8:20,8,Stylisma spp.,STYSPP,2,4,3,,,,,,,,,
10,C,I,1,10.C.I.1,1,9/8/23,8:20,8,Pityopsis graminifolia,PITGRA,1,2,,,,,,,,,,
10,C,I,1,10.C.I.1,1,9/8/23,8:20,8,Commelina erecta,COMERE,2,1,1,,,,,,,,,
10,C,I,1,10.C.I.1,1,9/8/23,8:20,8,Liatris spp.,LIASPP,2,18,9,,,,,,,,,
10,C,I,1,10.C.I.1,1,9/8/23,8:20,8,Carphephorus bellidifolius,CARBEL,1,3,,,,,,,,,,
10,E,III,0,10.E.III.0,1,9/8/23,8:53,13,Chamaecrista spp.,CHASPP,18,4,6,20,7,7,6,3,12,6,11,
10,E,III,0,10.E.III.0,1,9/8/23,8:53,13,Pityopsis graminifolia,PITGRA,1,1,,,,,,,,,,
10,D,IV,1,10.D.IV.1,1,9/8/23,7:57,3,Liatris spp.,LIASPP,2,7,8,,,,,,,,,
10,D,IV,1,10.D.IV.1,1,9/8/23,7:57,3,Hypericum gentianoides,HYPGEN,4,2,4,1,1,,,,,,,
10,D,IV,1,10.D.IV.1,1,9/8/23,7:57,3,Carphephorus bellidifolius,CARBEL,3,3,1,8,,,,,,,,
10,D,IV,1,10.D.IV.1,1,9/8/23,7:57,3,Chamaecrista spp.,CHASPP,1,2,,,,,,,,,,
10,D,IV,1,10.D.IV.1,1,9/8/23,7:57,3,Pityopsis graminifolia,PITGRA,1,1,,,,,,,,,,
10,B,II,0,10.B.II.0,1,9/10/23,9:49,2,Eriogonum tomentosum,ERITOM,1,72,,,,,,,,,,
10,B,II,0,10.B.II.0,1,9/10/23,9:49,2,Hypericum hypericoides,HYPHYP,1,3,,,,,,,,,,
10,B,II,0,10.B.II.0,1,9/10/23,9:49,2,Hypericum gentianoides,HYPGEN,5,7,2,3,2,2,,,,,,
10,E,I,0,10.E.I.0,1,9/10/23,9:03,2,Chamaecrista spp.,CHASPP,15,4,1,5,3,4,9,2,2,1,3,
10,E,I,0,10.E.I.0,1,9/10/23,9:03,2,Hypericum hypericoides,HYPHYP,1,1,,,,,,,,,,
10,E,I,0,10.E.I.0,1,9/10/23,9:03,2,Polypremum procumbens,POLPRO,117,1,1,1,1,1,1,1,1,1,1,
10,E,I,0,10.E.I.0,1,9/10/23,9:03,2,Hypericum gentianoides,HYPGEN,3,2,2,7,,,,,,,,
10,E,IV,1,10.E.IV.1,1,9/10/23,9:16,5,Chamaecrista spp.,CHASPP,8,3,10,3,2,4,9,2,4,,,
10,E,IV,1,10.E.IV.1,1,9/10/23,9:16,5,Diodia teres,DIOTER,4,3,1,2,1,,,,,,,
10,E,IV,1,10.E.IV.1,1,9/10/23,9:16,5,Pityopsis graminifolia,PITGRA,1,1,,,,,,,,,,
53N,D,III,2,53N.D.III.2,1,9/10/23,9:52,2,Carphephorus bellidifolius,CARBEL,3,12,1,3,,,,,,,,
53N,D,III,2,53N.D.III.2,1,9/10/23,9:52,2,Chamaecrista spp.,CHASPP,5,2,4,3,4,4,,,,,,
53N,D,III,2,53N.D.III.2,1,9/10/23,9:52,2,Hypericum gentianoides,HYPGEN,20,2,1,2,4,3,4,1,3,1,3,
53N,D,III,2,53N.D.III.2,1,9/10/23,9:52,2,Hypericum hypericoides,HYPHYP,1,1,,,,,,,,,,
53N,D,III,2,53N.D.III.2,1,9/10/23,9:52,2,Commelina erecta,COMERE,1,1,,,,,,,,,,
53N,D,III,2,53N.D.III.2,1,9/10/23,9:52,2,Polypremum procumbens,POLPRO,4,1,4,2,2,,,,,,,
53N,D,III,2,53N.D.III.2,1,9/10/23,9:52,2,Desmodium spp.,DESSPP,2,5,7,,,,,,,,,
53N,D,III,2,53N.D.III.2,1,9/10/23,9:52,2,Eupatorium spp.,EUPSPP,3,145,102,15,,,,,,,,
53N,D,III,2,53N.D.III.2,1,9/10/23,9:52,2,Croptilon divaricatum,CRODIV,1,1,,,,,,,,,,
53N,D,III,2,53N.D.III.2,1,9/10/23,9:52,2,Tephrosia spp.,TEPSPP,1,2,,,,,,,,,,
53N,C,II,3,53N.C.II.3,1,9/10/23,10:16,1,Carphephorus bellidifolius,CARBEL,1,1,,,,,,,,,,
53N,C,II,3,53N.C.II.3,1,9/10/23,10:16,1,Sericocarpus tortifolius,SERTOR,16,3,1,8,7,12,5,10,11,15,9,
53N,C,II,3,53N.C.II.3,1,9/10/23,10:16,1,Hypericum gentianoides,HYPGEN,10,9,1,2,2,2,1,2,1,1,1,
53N,C,II,3,53N.C.II.3,1,9/10/23,10:16,1,Stylosanthes biflora,STYBIF,3,2,1,1,,,,,,,,
53N,C,II,3,53N.C.II.3,1,9/10/23,10:16,1,Eupatorium spp.,EUPSPP,1,66,,,,,,,,,,
53N,C,II,3,53N.C.II.3,1,9/10/23,10:16,1,Stylisma spp.,STYSPP,1,4,,,,,,,,,,
53N,D,II,1,53N.D.II.1,1,9/10/23,9:24,1,Hypericum gentianoides,HYPGEN,122,4,7,2,2,1,10,2,18,8,4,
53N,D,II,1,53N.D.II.1,1,9/10/23,9:24,1,Centrosema virginianum,CENVIR,4,1,1,1,2,,,,,,,
53N,D,II,1,53N.D.II.1,1,9/10/23,9:24,1,Eupatorium spp.,EUPSPP,5,61,108,71,143,48,,,,,,
53N,D,II,1,53N.D.II.1,1,9/10/23,9:24,1,Richardia brasiliensis,RICBRA,1,1,,,,,,,,,,
53N,D,II,1,53N.D.II.1,1,9/10/23,9:24,1,Lespedeza spp.,LESSPP,5,24,7,1,11,,,,,,,
53N,D,II,1,53N.D.II.1,1,9/10/23,9:24,1,Croptilon divaricatum,CRODIV,4,2,1,1,1,,,,,,,
53N,D,II,1,53N.D.II.1,1,9/10/23,9:24,1,Desmodium spp.,DESSPP,2,18,49,,,,,,,,,
53N,D,II,1,53N.D.II.1,1,9/10/23,9:24,1,Hieracium gronovii,HIEGRO,1,2,,,,,,,,,,
53S,B,IV,3,53S.B.IV.3,1,9/10/23,11:35,1,Desmodium spp.,DESSPP,5,12,11,2,7,5,,,,,,
53S,B,IV,3,53S.B.IV.3,1,9/10/23,11:35,1,Hieracium gronovii,HIEGRO,1,2,,,,,,,,,,
53S,B,IV,3,53S.B.IV.3,1,9/10/23,11:35,1,Eupatorium spp.,EUPSPP,2,23,13,,,,,,,,,
53S,B,IV,3,53S.B.IV.3,1,9/10/23,11:35,1,Hypericum gentianoides,HYPGEN,6,1,4,15,25,2,2,,,,,
53S,B,IV,3,53S.B.IV.3,1,9/10/23,11:35,1,Chamaecrista spp.,CHASPP,2,23,13,,,,,,,,,
53S,C,II,3,53S.C.II.3,1,9/10/23,11:56,2,Hypericum gentianoides,HYPGEN,12,1,2,1,7,3,5,5,5,3,5,
53S,C,II,3,53S.C.II.3,1,9/10/23,11:56,2,Hieracium gronovii,HIEGRO,1,2,,,,,,,,,,
53S,C,II,3,53S.C.II.3,1,9/10/23,11:56,2,Chamaecrista spp.,CHASPP,1,2,,,,,,,,,,
53S,C,II,3,53S.C.II.3,1,9/10/23,11:56,2,Eupatorium spp.,EUPSPP,2,38,68,,,,,,,,,
53S,C,II,3,53S.C.II.3,1,9/10/23,11:56,2,Lespedeza spp.,LESSPP,3,29,40,9,,,,,,,,
53S,C,II,3,53S.C.II.3,1,9/10/23,11:56,2,Desmodium spp.,DESSPP,1,3,,,,,,,,,,
53S,E,III,2,53S.E.III.2RECRUIT,1,9/10/23,1:49,1,Sericocarpus tortifolius,SERTOR,47,9,23,4,21,7,13,18,4,1,4,
53S,E,III,2,53S.E.III.2RECRUIT,1,9/10/23,1:49,1,Desmodium spp.,DESSPP,7,7,22,25,18,8,7,,,,,
53S,E,III,2,53S.E.III.2RECRUIT,1,9/10/23,1:49,1,Chamaecrista spp.,CHASPP,38,10,6,7,5,20,5,10,12,13,2,
53S,E,III,2,53S.E.III.2RECRUIT,1,9/10/23,1:49,1,Lespedeza spp.,LESSPP,2,36,15,,,,,,,,,
53S,E,III,2,53S.E.III.2RECRUIT,1,9/10/23,1:49,1,Hieracium gronovii,HIEGRO,3,1,2,3,,,,,,,,
53S,E,III,2,53S.E.III.2RECRUIT,1,9/10/23,1:49,1,Agalinis spp.,AGASPP,1,13,,,,,,,,,,
52,E,IV,3,52.E.IV.3,1,9/10/23,2:04,1,Sericocarpus tortifolius,SERTOR,96,98,37,33,22,7,7,6,25,34,11,
52,E,IV,3,52.E.IV.3,1,9/10/23,2:04,1,Hypericum gentianoides,HYPGEN,2,2,4,,,,,,,,,
52,E,IV,3,52.E.IV.3,1,9/10/23,2:04,1,Sabatia spp.,SABSPP,4,4,22,12,7,,,,,,,
52,E,IV,3,52.E.IV.3,1,9/10/23,2:04,1,Liatris spp.,LIASPP,8,1,6,10,1,19,17,7,4,,,
52,C,I,1,52.C.I.1,1,9/13/23,11:05,3,Pityopsis graminifolia,PITGRA,22,1,1,1,1,1,2,1,1,2,1,
52,C,I,1,52.C.I.1,1,9/13/23,11:05,3,Hypericum gentianoides,HYPGEN,9,1,3,5,4,9,3,1,4,3,,
52,C,I,1,52.C.I.1,1,9/13/23,11:05,3,Sericocarpus tortifolius,SERTOR,1,3,,,,,,,,,,
52,C,I,1,52.C.I.1,1,9/13/23,11:05,3,Carphephorus bellidifolius,CARBEL,1,1,,,,,,,,,,
54S,E,II,1,54S.E.II.1,1,9/14/23,10:40,4,Chamaecrista spp.,CHASPP,29,4,2,6,1,49,1,38,2,4,7,
54S,E,II,1,54S.E.II.1,1,9/14/23,10:40,4,Hypericum gentianoides,HYPGEN,29,1,1,1,1,3,2,3,1,1,2,
54S,E,II,1,54S.E.II.1,1,9/14/23,10:40,4,Pityopsis graminifolia,PITGRA,29,1,1,1,1,1,1,1,1,1,1,
54S,E,II,1,54S.E.II.1,1,9/14/23,10:40,4,Centrosema virginianum,CENVIR,7,2,1,1,1,1,1,1,,,,
54S,E,II,1,54S.E.II.1,1,9/14/23,10:40,4,Chrysopsis gossypina,CHRGOS,1,1,,,,,,,,,,
54S,B,II,0,54S.B.II.0,1,9/14/23,9:12,2,Desmodium spp.,DESSPP,4,9,37,4,7,,,,,,,
54S,B,II,0,54S.B.II.0,1,9/14/23,9:12,2,Eupatorium spp.,EUPSPP,10,104,82,134,20,115,262,130,320,42,42,
54S,B,II,0,54S.B.II.0,1,9/14/23,9:12,2,Chamaecrista spp.,CHASPP,6,2,3,12,5,1,2,,,,,
54S,B,II,0,54S.B.II.0,1,9/14/23,9:12,2,Hypericum hypericoides,HYPHYP,1,1,,,,,,,,,,
54S,B,II,0,54S.B.II.0,1,9/14/23,9:12,2,Polypremum procumbens,POLPRO,1,7,,,,,,,,,,
54S,B,II,0,54S.B.II.0,1,9/14/23,9:12,2,Sericocarpus tortifolius,SERTOR,2,4,3,,,,,,,,,
54S,B,II,0,54S.B.II.0,1,9/14/23,9:12,2,Pityopsis graminifolia,PITGRA,1,2,,,,,,,,,,
54S,B,I,0,54S.B.I.0,1,9/14/23,9:35,4,Centrosema virginianum,CENVIR,23,3,1,1,1,1,1,1,1,3,1,
54S,B,I,0,54S.B.I.0,1,9/14/23,9:35,4,Desmodium spp.,DESSPP,32,24,15,20,4,12,18,18,20,7,24,
54S,B,I,0,54S.B.I.0,1,9/14/23,9:35,4,Eupatorium spp.,EUPSPP,7,141,203,37,238,9,256,,,,,
54S,B,I,0,54S.B.I.0,1,9/14/23,9:35,4,Solidago spp.,SOLSPP,1,43,,,,,,,,,,
54S,B,I,0,54S.B.I.0,1,9/14/23,9:35,4,Pityopsis graminifolia,PITGRA,13,2,2,1,4,1,1,1,1,1,5,
54S,B,I,0,54S.B.I.0,1,9/14/23,9:35,4,Chrysopsis gossypina,CHRGOS,3,1,1,1,,,,,,,,
54S,B,I,0,54S.B.I.0,1,9/14/23,9:35,4,Liatris spp.,LIASPP,5,1,2,2,5,3,,,,,,
54S,B,I,0,54S.B.I.0,1,9/14/23,9:35,4,Chamaecrista spp.,CHASPP,14,9,1,1,3,1,2,9,2,1,3,
54S,B,I,0,54S.B.I.0,1,9/14/23,9:35,4,Hieracium gronovii,HIEGRO,1,1,,,,,,,,,,
10,D,IV,1,10.D.IV.1,2,9/13/23,12:11,2,Hypericum gentianoides,HYPGEN,8,1,2,1,2,1,2,1,2,,,
10,D,IV,1,10.D.IV.1,2,9/13/23,12:11,2,Hypericum hypericoides,HYPHYP,1,2,,,,,,,,,,
10,D,IV,1,10.D.IV.1,2,9/13/23,12:11,2,Liatris spp.,LIASPP,2,14,15,,,,,,,,,
10,D,IV,1,10.D.IV.1,2,9/13/23,12:11,2,Chamaecrista spp.,CHASPP,1,4,,,,,,,,,,
10,D,IV,1,10.D.IV.1,2,9/13/23,12:11,2,Carphephorus bellidifolius,CARBEL,6,1,3,4,2,5,2,,,,,
10,D,IV,1,10.D.IV.1,2,9/13/23,12:11,2,Pityopsis graminifolia,PITGRA,3,1,1,1,,,,,,,,
10,D,I,3,10.D.I.3,2,9/13/23,12:27,3,Chamaecrista spp.,CHASPP,13,5,2,1,4,1,4,9,10,4,2,
10,D,I,3,10.D.I.3,2,9/13/23,12:27,3,Desmodium spp.,DESSPP,1,5,,,,,,,,,,
10,D,I,3,10.D.I.3,2,9/13/23,12:27,3,Hypericum gentianoides,HYPGEN,2,4,1,,,,,,,,,
10,D,I,3,10.D.I.3,2,9/13/23,12:27,3,Liatris spp.,LIASPP,2,1,2,,,,,,,,,
10,D,I,3,10.D.I.3,2,9/13/23,12:27,3,Pityopsis graminifolia,PITGRA,1,1,,,,,,,,,,
10,D,I,3,10.D.I.3,2,9/13/23,12:27,3,Sericocarpus tortifolius,SERTOR,2,2,1,,,,,,,,,
10,D,I,3,10.D.I.3,2,9/13/23,12:27,3,Stylosanthes biflora,STYBIF,10,1,1,1,1,1,1,1,2,2,2,
10,E,IV,1,10.E.IV.1,2,9/15/23,1:21,7,Centrosema virginianum,CENVIR,1,1,,,,,,,,,,
10,E,IV,1,10.E.IV.1,2,9/15/23,1:21,7,Chamaecrista spp.,CHASPP,14,3,4,12,12,2,7,19,1,1,3,
10,E,IV,1,10.E.IV.1,2,9/15/23,1:21,7,Diodia teres,DIOTER,3,2,4,1,,,,,,,,
10,E,IV,1,10.E.IV.1,2,9/15/23,1:21,7,Pityopsis graminifolia,PITGRA,1,1,,,,,,,,,,
10,E,IV,1,10.E.IV.1,2,9/15/23,1:21,7,Hypericum gentianoides,HYPGEN,1,4,,,,,,,,,,
10,B,III,2,10.B.III.2,2,9/15/23,1:40,3,Centrosema virginianum,CENVIR,6,1,1,1,1,9,1,,,,,
10,B,III,2,10.B.III.2,2,9/15/23,1:40,3,Liatris spp.,LIASPP,6,3,10,5,6,13,10,,,,,
10,B,III,2,10.B.III.2,2,9/15/23,1:40,3,Chamaecrista spp.,CHASPP,13,3,3,2,4,3,10,7,1,15,10,
10,B,III,2,10.B.III.2,2,9/15/23,1:40,3,Hypericum gentianoides,HYPGEN,1,1,,,,,,,,,,
10,B,III,2,10.B.III.2,2,9/15/23,1:40,3,Pityopsis graminifolia,PITGRA,1,1,,,,,,,,,,
10,B,III,2,10.B.III.2,2,9/15/23,1:40,3,Desmodium spp.,DESSPP,3,3,2,11,,,,,,,,
10,B,III,2,10.B.III.2,2,9/15/23,1:40,3,Eupatorium spp.,EUPSPP,1,268,,,,,,,,,,
10,E,III,0,10.E.III.0,2,9/15/23,12:49,25,Chamaecrista spp.,CHASPP,20,3,15,5,5,2,20,20,3,16,9,
10,E,III,0,10.E.III.0,2,9/15/23,12:49,25,Diodia teres,DIOTER,35,4,1,1,2,2,3,3,2,1,1,
10,E,III,0,10.E.III.0,2,9/15/23,12:49,25,Pityopsis graminifolia,PITGRA,1,1,,,,,,,,,,
10,E,I,0,10.E.I.0,2,9/15/23,12:58,1,Chamaecrista spp.,CHASPP,6,5,7,1,2,2,2,,,,,
10,E,I,0,10.E.I.0,2,9/15/23,12:58,1,Diodia teres,DIOTER,5,3,2,2,2,2,,,,,,
10,E,I,0,10.E.I.0,2,9/15/23,12:58,1,Hypericum gentianoides,HYPGEN,4,7,8,1,11,,,,,,,
10,E,I,0,10.E.I.0,2,9/15/23,12:58,1,Polypremum procumbens,POLPRO,6,2,2,3,2,1,1,,,,,
10,E,I,0,10.E.I.0,2,9/15/23,12:58,1,Pityopsis graminifolia,PITGRA,1,1,,,,,,,,,,
10,B,I,2,10.B.I.2,2,9/15/23,1:55,2,Hypericum gentianoides,HYPGEN,6,5,3,2,4,5,,,,,,
10,B,I,2,10.B.I.2,2,9/15/23,1:55,2,Hypericum hypericoides,HYPHYP,1,5,,,,,,,,,,
10,B,I,2,10.B.I.2,2,9/15/23,1:55,2,Centrosema virginianum,CENVIR,4,1,1,1,1,,,,,,,
10,B,I,2,10.B.I.2,2,9/15/23,1:55,2,Desmodium spp.,DESSPP,4,5,3,5,5,,,,,,,
10,B,I,2,10.B.I.2,2,9/15/23,1:55,2,Chamaecrista spp.,CHASPP,9,13,5,2,2,6,3,2,2,2,,
10,B,I,2,10.B.I.2,2,9/15/23,1:55,2,Chrysopsis gossypina,CHRGOS,1,1,,,,,,,,,,
10,B,I,2,10.B.I.2,2,9/15/23,1:55,2,Pityopsis graminifolia,PITGRA,2,1,2,,,,,,,,,
10,B,I,0,10.B.I.0,2,9/15/23,2:03,1,Lespedeza spp.,LESSPP,1,9,,,,,,,,,,
10,B,I,0,10.B.I.0,2,9/15/23,2:03,1,Chamaecrista spp.,CHASPP,1,2,,,,,,,,,,
10,B,I,0,10.B.I.0,2,9/15/23,2:03,1,Desmodium spp.,DESSPP,2,10,7,,,,,,,,,
10,B,I,0,10.B.I.0,2,9/15/23,2:03,1,Hieracium gronovii,HIEGRO,1,1,,,,,,,,,,
10,C,I,1,10.C.I.1,2,9/15/23,9:18,5,Carphephorus bellidifolius,CARBEL,3,1,4,2,,,,,,,,
10,C,I,1,10.C.I.1,2,9/15/23,9:18,5,Chrysopsis gossypina,CHRGOS,1,1,,,,,,,,,,
10,C,I,1,10.C.I.1,2,9/15/23,9:18,5,Pityopsis graminifolia,PITGRA,4,2,2,1,1,,,,,,,
10,C,I,1,10.C.I.1,2,9/15/23,9:18,5,Liatris spp.,LIASPP,2,4,4,,,,,,,,,
10,C,I,1,10.C.I.1,2,9/15/23,9:18,5,Eriogonum tomentosum,ERITOM,1,32,,,,,,,,,,
